Id,SalePrice
1461,129192.27245370754
1462,154109.61715936716
1463,186301.57804498335
1464,180894.25883921958
1465,183957.22719048767
1466,177904.53451678884
1467,170365.89351059127
1468,177746.21269907473
1469,183853.4849942989
1470,125210.52140583347
1471,212480.83187471694
1472,94051.94390733558
1473,97315.93831919154
1474,149450.72329268427
1475,145503.45821858096
1476,373793.0434377178
1477,239675.60642335968
1478,301336.32417725166
1479,267464.6952389959
1480,492100.31304905395
1481,300214.58631144476
1482,203885.82509963142
1483,158558.41566784718
1484,184193.76571280952
1485,176107.89045323792
1486,192387.33754173145
1487,295521.8526479616
1488,254658.62319134208
1489,204846.16109046206
1490,192406.28459797348
1491,196412.53169979673
1492,103167.1211901101
1493,177013.58325775043
1494,295367.2357756081
1495,279616.4870842691
1496,227420.62106244988
1497,192491.32043301655
1498,155343.8377532948
1499,153149.44529752014
1500,144324.4704283182
1501,174669.34020044608
1502,168818.44635405904
1503,277469.22610531625
1504,255423.01776024172
1505,219715.02657825855
1506,177276.32559242408
1507,212203.94772953406
1508,211890.96982059997
1509,164933.43833016118
1510,150731.9247194719
1511,153735.48119084843
1512,179600.6359427151
1513,141019.28952422395
1514,139544.45500668557
1515,169110.75709695258
1516,147036.9597702272
1517,150915.90656092996
1518,141393.11532032202
1519,221764.5180371383
1520,142634.07536854767
1521,144918.94925537135
1522,153620.9828365534
1523,115019.32071725391
1524,125324.31938384449
1525,128575.27758831426
1526,129518.52275514965
1527,94323.37231087915
1528,136610.57635679474
1529,135275.47568141422
1530,167541.4886863425
1531,120415.1521115933
1532,100348.08486668706
1533,139932.5544199879
1534,116749.98696097595
1535,161778.9073902519
1536,111229.39148355165
1537,85743.78967632898
1538,159655.94452136796
1539,192476.03096082158
1540,123270.65593351275
1541,137457.07943793695
1542,136795.12938578211
1543,217003.91604177872
1544,74609.56677858646
1545,111004.81344176029
1546,116647.07013561025
1547,145675.7346045009
1548,138358.9128952934
1549,101699.01342442975
1550,146176.13891053284
1551,115773.20848789698
1552,106659.34956262421
1553,136861.0144422859
1554,110470.05718500628
1555,175373.21923316736
1556,105145.81161752797
1557,119218.67950929854
1558,88109.12585353148
1559,119297.7429501404
1560,155650.2354759874
1561,136780.19839398703
1562,123363.6990084427
1563,130091.5480249546
1564,171571.3632479846
1565,144845.46607308686
1566,213328.3424895215
1567,74321.56526603644
1568,233442.96916109495
1569,115292.93063053329
1570,139033.0526361534
1571,128532.11580892125
1572,154521.42334317398
1573,271421.1466058792
1574,144805.4903868179
1575,207917.44464238017
1576,212098.24251990754
1577,217645.6074784672
1578,128333.23861200364
1579,143528.00311288043
1580,189370.79139851552
1581,127831.22517653539
1582,133756.59468426573
1583,309581.71907876985
1584,237316.319451935
1585,138926.51589960422
1586,70447.95047806512
1587,106069.19410838065
1588,162826.61811054058
1589,96852.00539099751
1590,130985.03251905538
1591,112143.85820270554
1592,109412.94021041003
1593,108238.3137406959
1594,114270.63244306998
1595,132626.1886610318
1596,236174.13646687547
1597,184107.4330481648
1598,189500.31826915732
1599,183675.8095189522
1600,178174.5621180547
1601,79246.89501285295
1602,112823.70395516744
1603,71754.7626598378
1604,266043.1001067609
1605,249275.9034142845
1606,174293.89752682133
1607,142314.49444879466
1608,210503.7159232653
1609,209749.64876858957
1610,174051.8607105918
1611,152673.77923893745
1612,171574.66092917233
1613,172094.55453658488
1614,123171.99889843674
1615,86165.11317654137
1616,86728.5974898429
1617,82599.6574927672
1618,126226.33837365289
1619,137544.01293801612
1620,143189.26117061925
1621,141248.73055823427
1622,153086.32280117646
1623,301307.11942264496
1624,218110.5209214178
1625,133633.92811700923
1626,180002.09016208258
1627,190596.98072301506
1628,267647.8118795306
1629,175698.7542286788
1630,336384.72579527413
1631,228643.2480387376
1632,240634.65581818722
1633,173470.0474043962
1634,183000.09863434578
1635,185386.2832415275
1636,165382.26373026025
1637,192831.81938934154
1638,224790.60782313798
1639,178945.05263420782
1640,252035.72263444556
1641,187371.94113457378
1642,220118.809477088
1643,221276.16054149673
1644,221792.18648614004
1645,186154.03377426844
1646,153751.5112277749
1647,166038.94853828457
1648,140173.8011703564
1649,142980.17602266048
1650,126558.07575059781
1651,116112.84301568194
1652,99260.71157575442
1653,96886.59530976875
1654,159872.05642705166
1655,161927.64401389126
1656,150278.98280729415
1657,155188.8605903623
1658,156035.88149268436
1659,143891.65168897665
1660,139307.49928701003
1661,410956.6337647745
1662,382263.4495477031
1663,359474.7829067222
1664,408290.2254882416
1665,303437.83385202644
1666,332607.43468100013
1667,338267.37185637973
1668,310249.8702503241
1669,310998.14852132724
1670,327246.57299699535
1671,267372.1034819275
1672,464009.41882241226
1673,303424.2731363865
1674,262921.5242540656
1675,186408.79415046374
1676,186000.9092063678
1677,214223.17447234067
1678,415231.68934850284
1679,406987.67783245625
1680,313484.0556944148
1681,273181.7634000911
1682,300428.30550634826
1683,179293.23284064335
1684,168562.00459455966
1685,172376.3671681972
1686,163002.68378395023
1687,166680.8090158024
1688,184159.05171032963
1689,185913.17160043464
1690,184174.80657856172
1691,179788.26875790668
1692,246982.4052039769
1693,172067.7689683161
1694,183735.02085396982
1695,176379.4286991586
1696,249879.28887869578
1697,177981.77472438535
1698,327868.1588985446
1699,345859.05858471105
1700,241948.2971715877
1701,253807.35479368301
1702,259747.99557450067
1703,267630.12994240626
1704,275061.0823236247
1705,240347.6619863249
1706,448646.1603497253
1707,217922.37652404446
1708,230061.07747558845
1709,269904.1887499084
1710,219142.1987595064
1711,267599.7614186131
1712,240765.0995941259
1713,269604.6653027801
1714,225842.79894150858
1715,204531.08689602325
1716,182742.1786581946
1717,181475.32778308296
1718,127785.32819659884
1719,202583.74244008746
1720,257118.43061754064
1721,192103.9639024329
1722,120991.59121688158
1723,155985.05814033843
1724,218565.9365970617
1725,239401.73866148753
1726,181936.9650756755
1727,162809.00865927068
1728,194288.70335258043
1729,179022.17277863418
1730,148587.6994812552
1731,121785.95699314783
1732,135499.55005579526
1733,133167.40990600636
1734,124897.44363250241
1735,132070.1218355792
1736,118054.61644201241
1737,323664.341170071
1738,214009.8331558834
1739,244078.73202510146
1740,172512.74093214943
1741,163955.7244422872
1742,169541.47575743578
1743,178807.6460083128
1744,302836.02819976385
1745,267191.5861440017
1746,231996.51289306366
1747,212740.50073501669
1748,190648.0770364109
1749,162198.22966326427
1750,142356.34850796024
1751,222693.18341817654
1752,125529.90021417016
1753,139371.62851967817
1754,196706.62343183788
1755,163190.08746088695
1756,129612.48694496205
1757,122094.93377681446
1758,147846.21097152992
1759,166438.75704592981
1760,161389.9754220981
1761,141723.61746198047
1762,179845.24964818035
1763,159739.37515696764
1764,122372.52888688794
1765,167927.7040658253
1766,177848.7715909652
1767,181654.05679319735
1768,141371.48799426493
1769,144914.5953340864
1770,136702.27582946586
1771,137930.2362867344
1772,133784.4274529337
1773,125354.81851501955
1774,137078.1453159904
1775,131338.6575461819
1776,125043.23691039831
1777,113472.29195267809
1778,130353.52183639645
1779,118444.65148363548
1780,178162.013296566
1781,136616.26958536985
1782,108808.07072097911
1783,123982.56484442158
1784,95231.34827490432
1785,112580.40145698663
1786,149545.16768742746
1787,157476.10632778372
1788,57365.6656125606
1789,86846.38395812856
1790,96177.46907964697
1791,180834.2095944891
1792,146972.5528345052
1793,140979.0538541916
1794,142202.5648421028
1795,138613.34844757404
1796,120643.00087303435
1797,111183.77451514783
1798,120881.28049226342
1799,116525.51466185843
1800,138206.4192658559
1801,130619.6774513177
1802,143307.6794956585
1803,138629.56839110827
1804,136755.25589213008
1805,137540.6846708447
1806,107163.5799765865
1807,147889.5316630957
1808,127214.95194292178
1809,139441.79211498523
1810,150494.95932563834
1811,101908.55310614887
1812,122376.50324223281
1813,119419.4977517138
1814,88228.20817794268
1815,60371.60344100161
1816,110258.07450611338
1817,112122.26584401137
1818,125946.33201812654
1819,116633.52339400392
1820,75916.3689374626
1821,111467.65634075682
1822,137206.45599566758
1823,54147.98830760051
1824,144257.83813161502
1825,148525.58272319808
1826,103581.1696981187
1827,108791.94399017659
1828,145909.52793429376
1829,108853.01398477214
1830,134449.82921444593
1831,165458.09289516616
1832,116554.848561454
1833,132378.49312386036
1834,128818.58877904268
1835,160649.00809054475
1836,126904.40504808287
1837,102703.03972563217
1838,135245.0798540244
1839,75291.23663731232
1840,172548.99345674482
1841,162124.27940155726
1842,90183.27464480908
1843,146941.50750777105
1844,127317.82744307621
1845,138774.01914053882
1846,151219.48506269892
1847,155673.85621016298
1848,65154.64514778748
1849,119886.3979165882
1850,130689.6117877949
1851,148560.63870095604
1852,125517.4196407924
1853,129072.88893168177
1854,180766.94189869717
1855,140721.2737890213
1856,213299.08134817312
1857,157809.67706905372
1858,136051.21726404162
1859,120398.84858005619
1860,140641.46023973395
1861,120398.84858005619
1862,266642.52448419045
1863,255763.90108395013
1864,255763.90108395013
1865,309239.04550400795
1866,317468.9241482485
1867,254883.1982022149
1868,296073.27679862856
1869,205897.44152715476
1870,231627.5707243061
1871,268864.2122969955
1872,174644.26718471287
1873,231222.2188845674
1874,140609.73480880272
1875,195244.8029018812
1876,189460.26171449843
1877,208234.61275873886
1878,210865.93911613297
1879,142478.89613995628
1880,137576.8369843764
1881,244409.60235601733
1882,268476.0988273783
1883,198184.8602833941
1884,220772.7912389591
1885,248197.3685491952
1886,290542.5629614458
1887,193551.90381528783
1888,272036.8403548994
1889,167966.99431698894
1890,135548.69301251986
1891,139888.96208398297
1892,110033.9226459701
1893,143189.37084483352
1894,129468.13875569499
1895,149040.6274928554
1896,127167.9685879589
1897,124496.96676181637
1898,114038.53544777424
1899,138103.88304163227
1900,143140.7366701895
1901,162490.86659222486
1902,151759.73668552635
1903,216007.8277246269
1904,128418.18734854432
1905,185963.23458955094
1906,155956.3848004501
1907,197089.9318749887
1908,107067.17097265035
1909,128677.61591374778
1910,121319.24010694513
1911,202016.9008971202
1912,265523.0177996345
1913,133841.64397379776
1914,57888.25008511546
1915,301062.2105021454
1916,74905.49111831158
1917,252936.3790331541
1918,138340.76277478947
1919,169958.7569835086
1920,150811.98172488873
1921,369013.6060900593
1922,327829.43264674454
1923,183744.38759920228
1924,235664.85075122392
1925,215516.06166931335
1926,368316.4746294406
1927,138924.24695077376
1928,162597.3848660292
1929,119533.83125943116
1930,126154.16863679118
1931,137370.0357298863
1932,125850.36233544759
1933,180931.0958840668
1934,180923.82917181574
1935,175818.69121484752
1936,196874.93226134748
1937,183356.71820790204
1938,170337.7914263183
1939,247211.79378671825
1940,187089.59580963038
1941,173265.0188131267
1942,184782.86106632443
1943,194615.17916070242
1944,323301.6057979444
1945,350170.8287976096
1946,135747.58347839874
1947,311947.7050355503
1948,170755.63059140794
1949,261565.39076424597
1950,170243.2608445629
1951,233912.74329777216
1952,245231.0536612315
1953,164252.12824609637
1954,201579.9884090772
1955,106207.0220982645
1956,265898.7356170246
1957,153893.4334906646
1958,275454.816058916
1959,136094.79014197804
1960,125429.18313808997
1961,119040.52208021289
1962,92209.12655410304
1963,99035.19846839376
1964,110480.8534778985
1965,151108.8344519997
1966,155632.7794667139
1967,288811.2718502545
1968,386646.402598986
1969,368273.8546345755
1970,403709.0743147872
1971,389953.0736910496
1972,337046.20985527465
1973,254506.43555154902
1974,304455.9166138276
1975,409607.1644363189
1976,280761.853904915
1977,339020.39058810205
1978,384564.9577411348
1979,297115.82319448615
1980,196195.34031670686
1981,305812.14056194085
1982,224795.68736575785
1983,210342.58816584334
1984,168269.9565854412
1985,222921.7421540264
1986,227864.77960472184
1987,193299.47149608497
1988,178890.2324109118
1989,186435.1085568715
1990,218044.39754453968
1991,220286.06286180622
1992,201918.71604027983
1993,175872.05155815303
1994,247480.9117261493
1995,180375.91878287357
1996,239543.4439600516
1997,320254.0458870158
1998,308869.5095238064
1999,248083.08678447406
2000,301144.0605051607
2001,272270.79917763977
2002,242169.2971845688
2003,249621.3624944117
2004,287289.3183758481
2005,228860.2569028239
2006,233711.4132677434
2007,270104.0817574092
2008,213326.53543625431
2009,188971.07866398268
2010,201291.3812765307
2011,133177.03785316853
2012,177669.91126423606
2013,180449.26906829697
2014,186855.99548173964
2015,204384.78477181398
2016,188687.3344383144
2017,209353.90446969785
2018,123136.66066143128
2019,134277.56000943168
2020,121352.89163073085
2021,122652.22079445486
2022,167885.26928503648
2023,153279.19343360004
2024,195612.23250328595
2025,376372.35039751505
2026,176953.2426238425
2027,144501.1232678604
2028,143931.38359149118
2029,168237.49071347035
2030,277519.2970807206
2031,244284.25985463403
2032,265198.16513607407
2033,257947.81091960383
2034,165227.45911810573
2035,200115.4771481909
2036,180827.23874036848
2037,181384.52771273305
2038,287116.6631461463
2039,202782.3013404211
2040,424759.75389961124
2041,275497.09374087426
2042,198812.1302678895
2043,172095.59506533438
2044,151059.06686328544
2045,228901.82329344226
2046,131362.18470785825
2047,157466.86105265474
2048,140161.92601093426
2049,138079.75831814908
2050,174716.7112407241
2051,104167.68238393027
2052,143874.16550720274
2053,142846.2794248037
2054,76350.08333925354
2055,168549.56765302445
2056,132526.32058586145
2057,124945.20965215514
2058,204335.42524487706
2059,142605.2135959511
2060,166623.12858119875
2061,161472.5145891971
2062,140719.859831074
2063,116819.09776899521
2064,139760.06597690843
2065,122383.39624537561
2066,168370.67754627587
2067,136218.2590049309
2068,131315.9097852481
2069,89406.35682168041
2070,113032.75053104859
2071,102862.02722889038
2072,132012.56924651036
2073,129597.2171906879
2074,180670.34508024776
2075,148000.39903098578
2076,117411.90504158339
2077,144896.1998088881
2078,125124.05706825953
2079,130861.4080708149
2080,117426.9644422912
2081,118608.96024466609
2082,122239.94129201517
2083,154751.1020746971
2084,113557.72299811429
2085,127243.85902421158
2086,111689.98624637474
2087,124829.94956957648
2088,105747.51730267426
2089,95670.44569395593
2090,124741.27383021497
2091,126908.0923012314
2092,114951.22517326241
2093,139348.24533148826
2094,133460.48583950129
2095,152756.87787336652
2096,90587.32877194247
2097,99440.339125316
2098,151373.6545660426
2099,61145.86436931506
2100,111076.84779420999
2101,122370.56409346379
2102,142162.67395048143
2103,106958.01252835347
2104,135938.3873056735
2105,133060.93129930674
2106,88760.21235099141
2107,227640.80844254763
2108,110647.10200074589
2109,115756.29717954111
2110,122148.45346674578
2111,150922.13846919066
2112,150349.55850788637
2113,119125.719700491
2114,102714.76097800136
2115,161765.15478886853
2116,113936.60492161302
2117,166446.54416258124
2118,123277.33717955895
2119,101902.25451715643
2120,118386.34806789203
2121,100358.78857090994
2122,86781.40137018263
2123,98423.20650371653
2124,172224.95447489916
2125,135662.0010271396
2126,165031.9887377491
2127,148788.66642473938
2128,122266.4991241784
2129,100912.20848317057
2130,134029.84113135023
2131,150449.53268899376
2132,101393.7320358838
2133,108078.7623039547
2134,117508.43848345592
2135,106670.15344049774
2136,92207.5246321815
2137,108150.39283094749
2138,140190.69423693971
2139,152999.73900468662
2140,134926.80732469735
2141,128912.6368689177
2142,133423.11962132898
2143,138744.8396464263
2144,120651.33930516228
2145,134013.08537334742
2146,153710.74820030323
2147,167437.46806583964
2148,129330.4865348906
2149,133388.5824470049
2150,248811.56176276915
2151,142312.26547733467
2152,147684.7319257163
2153,154739.18570101514
2154,111848.58721680685
2155,126265.7740364956
2156,199993.6719271596
2157,235684.50170729277
2158,229929.08759041148
2159,223300.67063619048
2160,181168.2195878908
2161,258151.92541360098
2162,380412.4875965836
2163,340359.95681934006
2164,269447.627821096
2165,177639.44215021536
2166,144080.49425628845
2167,214562.3709400743
2168,206910.77032726855
2169,201328.24913537555
2170,223825.0635258168
2171,151224.95937122492
2172,131458.18196139333
2173,182240.72258733492
2174,247846.8297750842
2175,279121.8117612525
2176,322736.01450790954
2177,251099.17220388885
2178,217732.92487187553
2179,144714.76379326658
2180,193639.7376337744
2181,189811.8042885567
2182,235550.7113984662
2183,190230.25607290378
2184,132805.35893200806
2185,118540.23470628994
2186,137994.68361441055
2187,150137.03717821706
2188,150692.36467972133
2189,161427.14384548028
2190,92095.657915252
2191,92122.0194070959
2192,100494.16228452654
2193,94609.45140751207
2194,96660.79309506102
2195,114179.5271017997
2196,116628.7180873684
2197,109175.85961988331
2198,164621.0592448104
2199,144126.85889748437
2200,116162.27807876705
2201,120211.11794974386
2202,190305.61775132254
2203,192284.17297442345
2204,188876.75740582557
2205,113789.30899766288
2206,127110.32498926783
2207,207284.8636176103
2208,222367.1432094162
2209,180530.67170743734
2210,112340.6159336221
2211,113295.06447099117
2212,113652.22559779946
2213,98383.51080446946
2214,141284.05516799272
2215,105054.13569408636
2216,157935.3632483655
2217,67854.30044414499
2218,86440.68852038971
2219,60901.331118149814
2220,62344.629422887636
2221,297887.40657163673
2222,238108.6635173732
2223,279504.27133311494
2224,212492.4094130566
2225,138803.833126162
2226,179014.59399545795
2227,195007.36219078235
2228,271036.01483441086
2229,237716.8609119391
2230,173869.22908112247
2231,209677.36784580286
2232,168764.39071572266
2233,179456.3098559413
2234,245742.91511553424
2235,198927.13313591963
2236,273960.54891444463
2237,336851.14078855526
2238,206406.8677611627
2239,116994.47163243471
2240,169884.9049068712
2241,153541.34443811915
2242,134339.51234301517
2243,142948.6182511441
2244,95000.11215534885
2245,91216.80715737544
2246,146957.3521906493
2247,102378.67747293449
2248,125763.24303278499
2249,131601.49092348767
2250,142208.97513373243
2251,109066.5273100465
2252,171756.7031936644
2253,166645.55837154188
2254,178791.69705581423
2255,187159.8005105833
2256,186364.85304200626
2257,193442.72001638394
2258,172555.64009880018
2259,178041.8765367582
2260,142774.0407954142
2261,184478.68097449862
2262,199413.90280849178
2263,332881.07727488264
2264,413309.3818804063
2265,171359.98000663455
2266,268349.29977411695
2267,375682.2797228949
2268,354814.80291246605
2269,155495.63351347743
2270,187327.47860981038
2271,254670.77337362134
2272,214487.22862726284
2273,164204.34586370495
2274,174225.89799731984
2275,163479.98017354638
2276,175887.4162103946
2277,184687.57336161184
2278,149232.68760681455
2279,128054.12739293606
2280,117911.59706598015
2281,179110.34733754475
2282,171496.60066231372
2283,96861.74128517981
2284,115411.34707606935
2285,148455.61508461274
2286,134073.9617884183
2287,337868.735461413
2288,289541.19505203504
2289,320770.48099033546
2290,375768.7500489802
2291,311321.1624047253
2292,372130.1387877385
2293,449689.73714126035
2294,350420.2871841403
2295,423855.063140771
2296,248636.12123277146
2297,311512.4606564726
2298,308697.31339305214
2299,357172.812955717
2300,309133.1055517221
2301,268521.11639981216
2302,233741.1025090199
2303,246646.27583500193
2304,237997.70818458885
2305,179792.07670519003
2306,185293.1130343493
2307,185414.7133813644
2308,226593.15394149514
2309,286659.9656009361
2310,215870.7944567892
2311,216196.4445148522
2312,156355.06799017862
2313,169584.68620307528
2314,173125.07194105562
2315,167664.92537346942
2316,177709.6289040869
2317,177474.51395082436
2318,168898.26545023854
2319,175337.9539330135
2320,169347.11314162333
2321,226288.30713381912
2322,162913.16954873764
2323,191925.8733506761
2324,170072.39642620008
2325,236617.96255625057
2326,167606.93113371189
2327,214425.62373838385
2328,226653.34035476882
2329,183131.64563237372
2330,179042.06667717302
2331,351541.93882603315
2332,426238.5018695528
2333,315067.7121954395
2334,257358.28500901762
2335,251434.2357345027
2336,290155.97635176545
2337,189897.4269199298
2338,271360.3367439993
2339,236666.12570221786
2340,369317.9489163734
2341,242227.29778164154
2342,236048.3467003998
2343,228288.1745514128
2344,243137.12628424406
2345,240664.17395907463
2346,207560.8666273348
2347,187375.36906486808
2348,225267.5122609471
2349,142373.60169948218
2350,280772.2054649353
2351,264236.87951216317
2352,271809.48022885947
